ID1_CITY,year,week,case_c,pop_total,case_per_capita(‰)
0101,2016,1,395,37520,10.528
0101,2016,2,1722,37520,45.896
0101,2016,3,1666,37520,44.403
0101,2016,4,1689,37520,45.016
0101,2016,5,1969,37520,52.479
0101,2016,6,2486,37520,66.258
0101,2016,7,1271,37520,33.875
0101,2016,8,2620,37520,69.829
0101,2016,9,2262,37520,60.288
0101,2016,10,2212,37520,58.955
0101,2016,11,1988,37520,52.985
0101,2016,12,1881,37520,50.133
0101,2016,13,1768,37520,47.122
0101,2016,14,1960,37520,52.239
0101,2016,15,1496,37520,39.872
0101,2016,16,1541,37520,41.071
0101,2016,17,1484,37520,39.552
0101,2016,18,1376,37520,36.674
0101,2016,19,1355,37520,36.114
0101,2016,20,1340,37520,35.714
0101,2016,21,1327,37520,35.368
0101,2016,22,1219,37520,32.489
0101,2016,23,1124,37520,29.957
0101,2016,24,1027,37520,27.372
0101,2016,25,1134,37520,30.224
0101,2016,26,1106,37520,29.478
0101,2016,27,1091,37520,29.078
0101,2016,28,940,37520,25.053
0101,2016,29,996,37520,26.546
0101,2016,30,981,37520,26.146
0101,2016,31,1001,37520,26.679
0101,2016,32,1027,37520,27.372
0101,2016,33,1091,37520,29.078
0101,2016,34,1071,37520,28.545
0101,2016,35,1056,37520,28.145
0101,2016,36,1166,37520,31.077
0101,2016,37,1094,37520,29.158
0101,2016,38,1041,37520,27.745
0101,2016,39,1308,37520,34.861
0101,2016,40,1026,37520,27.345
0101,2016,41,1119,37520,29.824
0101,2016,42,1173,37520,31.263
0101,2016,43,1142,37520,30.437
0101,2016,44,1175,37520,31.317
0101,2016,45,1422,37520,37.9
0101,2016,46,1436,37520,38.273
0101,2016,47,1434,37520,38.22
0101,2016,48,1412,37520,37.633
0101,2016,49,1470,37520,39.179
0101,2016,50,1443,37520,38.459
0101,2016,51,1438,37520,38.326
0101,2016,52,1494,37520,39.819
0101,2016,53,1540,37520,41.045
0101,2017,1,1582,39166,40.392
0101,2017,2,1575,39166,40.213
0101,2017,3,1616,39166,41.26
0101,2017,4,1856,39166,47.388
0101,2017,5,1457,39166,37.201
0101,2017,6,1726,39166,44.069
0101,2017,7,1661,39166,42.409
0101,2017,8,1461,39166,37.303
0101,2017,9,1498,39166,38.247
0101,2017,10,1585,39166,40.469
0101,2017,11,1595,39166,40.724
0101,2017,12,1522,39166,38.86
0101,2017,13,1625,39166,41.49
0101,2017,14,1536,39166,39.218
0101,2017,15,1454,39166,37.124
0101,2017,16,1271,39166,32.452
0101,2017,17,1444,39166,36.869
0101,2017,18,1433,39166,36.588
0101,2017,19,1369,39166,34.954
0101,2017,20,1410,39166,36.001
0101,2017,21,1350,39166,34.469
0101,2017,22,1169,39166,29.847
0101,2017,23,1254,39166,32.018
0101,2017,24,1241,39166,31.686
0101,2017,25,1341,39166,34.239
0101,2017,26,1345,39166,34.341
0101,2017,27,1259,39166,32.145
0101,2017,28,1251,39166,31.941
0101,2017,29,1192,39166,30.435
0101,2017,30,1094,39166,27.932
0101,2017,31,1052,39166,26.86
0101,2017,32,992,39166,25.328
0101,2017,33,1013,39166,25.864
0101,2017,34,1015,39166,25.915
0101,2017,35,981,39166,25.047
0101,2017,36,1015,39166,25.915
0101,2017,37,1105,39166,28.213
0101,2017,38,1118,39166,28.545
0101,2017,39,1115,39166,28.469
0101,2017,40,1171,39166,29.898
0101,2017,41,1114,39166,28.443
0101,2017,42,1198,39166,30.588
0101,2017,43,1465,39166,37.405
0101,2017,44,1516,39166,38.707
0101,2017,45,1439,39166,36.741
0101,2017,46,1392,39166,35.541
0101,2017,47,1462,39166,37.328
0101,2017,48,1414,39166,36.103
0101,2017,49,1533,39166,39.141
0101,2017,50,1689,39166,43.124
0101,2017,51,1776,39166,45.345
0101,2017,52,1965,39166,50.171
0101,2017,53,92,39166,2.349
0101,2018,1,1704,40842,41.722
0101,2018,2,1768,40842,43.289
0101,2018,3,1862,40842,45.59
0101,2018,4,1767,40842,43.264
0101,2018,5,1678,40842,41.085
0101,2018,6,1788,40842,43.778
0101,2018,7,1612,40842,39.469
0101,2018,8,1749,40842,42.824
0101,2018,9,1790,40842,43.827
0101,2018,10,1618,40842,39.616
0101,2018,11,1699,40842,41.599
0101,2018,12,1703,40842,41.697
0101,2018,13,1671,40842,40.914
0101,2018,14,1373,40842,33.617
0101,2018,15,1692,40842,41.428
0101,2018,16,1464,40842,35.845
0101,2018,17,1330,40842,32.565
0101,2018,18,1281,40842,31.365
0101,2018,19,1267,40842,31.022
0101,2018,20,1152,40842,28.206
0101,2018,21,1091,40842,26.713
0101,2018,22,1019,40842,24.95
0101,2018,23,1036,40842,25.366
0101,2018,24,1123,40842,27.496
0101,2018,25,1007,40842,24.656
0101,2018,26,1055,40842,25.831
0101,2018,27,1087,40842,26.615
0101,2018,28,1013,40842,24.803
0101,2018,29,1000,40842,24.485
0101,2018,30,1002,40842,24.534
0101,2018,31,1032,40842,25.268
0101,2018,32,1008,40842,24.68
0101,2018,33,1195,40842,29.259
0101,2018,34,1162,40842,28.451
0101,2018,35,1178,40842,28.843
0101,2018,36,1251,40842,30.63
0101,2018,37,1276,40842,31.242
0101,2018,38,1258,40842,30.802
0101,2018,39,1170,40842,28.647
0101,2018,40,1377,40842,33.715
0101,2018,41,1234,40842,30.214
0101,2018,42,1316,40842,32.222
0101,2018,43,1303,40842,31.903
0101,2018,44,1454,40842,35.601
0101,2018,45,1259,40842,30.826
0101,2018,46,1331,40842,32.589
0101,2018,47,1317,40842,32.246
0101,2018,48,1450,40842,35.503
0101,2018,49,1528,40842,37.412
0101,2018,50,1544,40842,37.804
0101,2018,51,1635,40842,40.032
0101,2018,52,1697,40842,41.55
0101,2018,53,374,40842,9.157
0101,2019,1,1399,41018,34.107
0101,2019,2,1789,41018,43.615
0101,2019,3,1734,41018,42.274
0101,2019,4,1864,41018,45.443
0101,2019,5,2283,41018,55.658
0101,2019,6,922,41018,22.478
0101,2019,7,1995,41018,48.637
0101,2019,8,1616,41018,39.397
0101,2019,9,1460,41018,35.594
0101,2019,10,1615,41018,39.373
0101,2019,11,1667,41018,40.641
0101,2019,12,1620,41018,39.495
0101,2019,13,1548,41018,37.74
0101,2019,14,1482,41018,36.13
0101,2019,15,1516,41018,36.959
0101,2019,16,1457,41018,35.521
0101,2019,17,1313,41018,32.01
0101,2019,18,1354,41018,33.01
0101,2019,19,1451,41018,35.375
0101,2019,20,1352,41018,32.961
0101,2019,21,1355,41018,33.034
0101,2019,22,1311,41018,31.962
0101,2019,23,1159,41018,28.256
0101,2019,24,1295,41018,31.572
0101,2019,25,1175,41018,28.646
0101,2019,26,1147,41018,27.963
0101,2019,27,1160,41018,28.28
0101,2019,28,1079,41018,26.306
0101,2019,29,1093,41018,26.647
0101,2019,30,1038,41018,25.306
0101,2019,31,1024,41018,24.965
0101,2019,32,1009,41018,24.599
0101,2019,33,1075,41018,26.208
0101,2019,34,1115,41018,27.183
0101,2019,35,1065,41018,25.964
0101,2019,36,1118,41018,27.256
0101,2019,37,1120,41018,27.305
0101,2019,38,1317,41018,32.108
0101,2019,39,1350,41018,32.912
0101,2019,40,1203,41018,29.329
0101,2019,41,1190,41018,29.012
0101,2019,42,1425,41018,34.741
0101,2019,43,1427,41018,34.79
0101,2019,44,1350,41018,32.912
0101,2019,45,1429,41018,34.838
0101,2019,46,1540,41018,37.544
0101,2019,47,1507,41018,36.74
0101,2019,48,1457,41018,35.521
0101,2019,49,1492,41018,36.374
0101,2019,50,1808,41018,44.078
0101,2019,51,1660,41018,40.47
0101,2019,52,1644,41018,40.08
0101,2019,53,746,41018,18.187
0102,2016,1,431,43914,9.815
0102,2016,2,1850,43914,42.128
0102,2016,3,1828,43914,41.627
0102,2016,4,1825,43914,41.559
0102,2016,5,2129,43914,48.481
0102,2016,6,2809,43914,63.966
0102,2016,7,1329,43914,30.264
0102,2016,8,2799,43914,63.738
0102,2016,9,2450,43914,55.791
0102,2016,10,2394,43914,54.516
0102,2016,11,2160,43914,49.187
0102,2016,12,2067,43914,47.069
0102,2016,13,1842,43914,41.946
0102,2016,14,2081,43914,47.388
0102,2016,15,1698,43914,38.666
0102,2016,16,1746,43914,39.76
0102,2016,17,1582,43914,36.025
0102,2016,18,1531,43914,34.864
0102,2016,19,1478,43914,33.657
0102,2016,20,1428,43914,32.518
0102,2016,21,1523,43914,34.681
0102,2016,22,1325,43914,30.173
0102,2016,23,1293,43914,29.444
0102,2016,24,1138,43914,25.914
0102,2016,25,1242,43914,28.283
0102,2016,26,1168,43914,26.597
0102,2016,27,1132,43914,25.778
0102,2016,28,1134,43914,25.823
0102,2016,29,1195,43914,27.212
0102,2016,30,1121,43914,25.527
0102,2016,31,1074,43914,24.457
0102,2016,32,1144,43914,26.051
0102,2016,33,1184,43914,26.962
0102,2016,34,1195,43914,27.212
0102,2016,35,1177,43914,26.802
0102,2016,36,1274,43914,29.011
0102,2016,37,1220,43914,27.782
0102,2016,38,1111,43914,25.299
